Year-Month,ZIP CODE,Median Sales
2019-03,11363.0,892500.0
2019-03,11364.0,725000.0
2019-03,11365.0,592747.0
2019-03,11366.0,740000.0
2019-03,11367.0,250000.0
2019-03,11368.0,750000.0
2019-03,11369.0,735000.0
2019-03,11370.0,870000.0
2019-03,11372.0,418335.0
2019-03,11373.0,491496.0
2019-03,11374.0,369815.5
2019-03,11375.0,417500.0
2019-03,11377.0,532500.0
2019-03,11378.0,829000.0
2019-03,11379.0,732500.0
2019-03,11385.0,860000.0
2019-03,11411.0,381578.0
2019-03,11412.0,412600.0
2019-03,11413.0,505000.0
2019-03,11414.0,400000.0
2019-03,11415.0,335000.0
2019-03,11416.0,566250.0
2019-03,11417.0,673500.0
2019-03,11418.0,600000.0
2019-03,11419.0,670000.0
2019-03,11420.0,525000.0
2019-03,11421.0,677500.0
2019-03,11422.0,565000.0
2019-03,11423.0,701083.0
2019-03,11426.0,677500.0
2019-03,11427.0,451410.5
2019-03,11428.0,572500.0
2019-03,11429.0,479000.0
2019-03,11432.0,762500.0
2019-03,11433.0,446000.0
2019-03,11434.0,435000.0
2019-03,11435.0,465000.0
2019-03,11436.0,498000.0
2019-03,11691.0,515799.5
2019-03,11692.0,367900.0
2019-03,11693.0,455286.0
2019-03,11694.0,597444.0
2019-04,10001.0,2771844.5
2019-04,10002.0,1266630.0
2019-04,10003.0,1900000.0
2019-04,10004.0,2600000.0
2019-04,10005.0,1145000.0
2019-04,10006.0,653705.0
2019-04,10007.0,3340000.0
2019-04,10009.0,560000.0
2019-04,10010.0,1486645.0
2019-04,10011.0,1550000.0
2019-04,10012.0,1600000.0
2019-04,10013.0,2625000.0
2019-04,10014.0,1642500.0
2019-04,10016.0,1040000.0
2019-04,10017.0,685000.0
